"Str1","Str2","freq"
"awesom","rt",2
"b","back",2
"back","appreci",2
"back","around",2
"back","burner",2
"back","day",2
"back","door",2
"back","home",2
"back","know",2
"back","let",2
"back","life",2
"back","look",2
"back","need",2
"back","old",2
"back","realiti",2
"back","said",2
"back","st",2
"back","thank",2
"back","togeth",2
"back","track",2
"back","watch",2
"back","work",2
"bad","news",2
"bad","night",2
"balanc","bill",2
"bald","eagl",2
"ball","get",2
"ball","say",2
"balsam","vinegar",2
"baltimor","sun",2
"ban","lobbyist",2
"ban","three",2
"bank","system",2
"bar","first",2
"barack","obama",2
"bare","regist",2
"basebal","cap",2
"basic","grey",2
"basic","premis",2
"bat","titl",2
"battalion","th",2
"battl","scene",2
"beach","hanalei",2
"beat","never",2
"beauti","day",2
"beauti","hair",2
"beauti","outsid",2
"beauti","paint",2
"becam","activ",2
"becam","first",2
"becam","one",2
"becam","public",2
"beckham","said",2
"becom","evid",2
"becom","less",2
"becom","part",2
"becom","popular",2
"becom","self",2
"bed","husband",2
"beer","two",2
"began","career",2
"begin","day",2
"begin","play",2
"believ","dream",2
"believ","happen",2
"believ","just",2
"believ","must",2
"believ","still",2
"believ","tell",2
"bell","ring",2
"bend","elbow",2
"berth","newspap",2
"best","defens",2
"best","direct",2
"best","high",2
"best","known",2
"best","movi",2
"best","peopl",2
"best","play",2
"best","point",2
"best","reader",2
"best","remov",2
"best","season",2
"best","show",2
"best","thing",2
"best","worst",2
"better","definit",2
"better","expect",2
"better","later",2
"better","look",2
"better","place",2
"better","servic",2
"better","team",2
"better","usual",2
"beyond","arc",2
"beyond","word",2
"bibl","studi",2
"big","box",2
"big","day",2
"big","deal",2
"big","enough",2
"big","factor",2
"big","job",2
"big","move",2
"big","news",2
"big","part",2
"big","pictur",2
"big","place",2
"big","screen",2
"big","shot",2
"biggest","victim",2
"bill","go",2
"bill","like",2
"billion","budget",2
"billion","worth",2
"bind","arbitr",2
"birthday","parti",2
"biscuit","pond",2
"bit","advic",2
"bit","comfort",2
"black","bean",2
"black","lace",2
"black","pepper",2
"black","student",2
"black","women",2
"blackpot","beach",2
"blend","togeth",2
"block","away",2
"block","shot",2
"blog","start",2
"blog","think",2
"blog","want",2
"blood","sugar",2
"board","realli",2
"boat","behind",2
"bois","state",2
"bold","pattern",2
"book","book",2
"book","featur",2
"book","first",2
"book","price",2
"book","see",2
"border","secur",2
"borrow","money",2
"borrow","one",2
"bounc","back",2
"bowl","take",2
"box","left",2
"box","offic",2
"box","store",2
"boy","girl",2
"brain","mind",2
"brand","new",2
"break","occur",2
"break","receiv",2
"brew","beer",2
"breweri","report",2
"brewmast","dinner",2
"bright","blue",2
"bring","call",2
"bring","case",2
"bring","cloth",2
"bring","glori",2
"bring","hous",2
"bring","togeth",2
"bring","total",2
"bring","us",2
"bro","ill",2
"broken","heart",2
"brother","john",2
"brought","back",2
"brought","home",2
"brought","us",2
"brown","eye",2
"brown","say",2
"brown","sugar",2
"bruce","said",2
"bucket","list",2
"bueller","day",2
"build","built",2
"build","nation",2
"build","road",2
"build","similar",2
"built","cabinetri",2
"bureau","polici",2
"bus","stop",2
"busch","stadium",2
"busi","can",2
"busi","case",2
"busi","communiti",2
"busi","day",2
"busi","opportun",2
"busi","week",2
"butter","melt",2
"buy","big",2
"buy","say",2
"buy","stock",2
"c","pp",2
"cake","love",2
"calendar","year",2
"call","appl",2
"call","back",2
"call","call",2
"call","case",2
"call","just",2
"call","mani",2
"call","mayb",2
"call","now",2
"call","one",2
"call","play",2
"call","prairi",2
"call","project",2
"call","quit",2
"call","say",2
"call","someon",2
"call","wasnt",2
"came","famili",2
"came","last",2
"came","mind",2
"came","next",2
"came","right",2
"campaign","two",2
"campaign","year",2
"can","add",2
"can","alway",2
"can","anyon",2
"can","ask",2
"can","becom",2
"can","believ",2
"can","bottl",2
"can","bring",2
"can","build",2
"can","buy",2
"can","carri",2
"can","catch",2
"can","contact",2
"can","continu",2
"can","creat",2
"can","decid",2
"can","difficult",2
"can","done",2
"can","eat",2
"can","fulli",2
"can","high",2
"can","home",2
"can","lead",2
"can","name",2
"can","one",2
"can","rememb",2
"can","run",2
"can","seen",2
"can","someon",2
"can","someth",2
"can","sort",2
"can","spread",2
"can","substitut",2
"can","sustain",2
"can","think",2
"can","tri",2
"can","trust",2
"can","u",2
"can’t","catch",2
"can’t","even",2
"can’t","stop",2
"can’t","tell",2
"can’t","wait",2
"candi","appl",2
"candid","democrat",2
"canola","oil",2
"cant","afford",2
"cap","hit",2
"cape","may",2
"captur","peopl",2
"car","park",2
"car","seat",2
"car","stop",2
"caramel","onion",2
"cardin","manag",2
"care","provid",2
"carri","ann",2
"case","ever",2
"case","law",2
"case","sinc",2
"case","social",2
"cash","hand",2
"cast","member",2
"cathol","bishop",2
"caus","im",2
"ceil","tile",2
"celebr","children",2
"cell","phone",2
"cent","per",2
"center","diseas",2
"center","villag",2
"central","kansa",2
"certain","expect",2
"ch","ch",2
"challeng","come",2
"challeng","first",2
"challeng","just",2
"challeng","maintain",2
"challeng","paper",2
"challeng","time",2
"chanc","catch",2
"chanc","get",2
"chang","pose",2
"chang","profil",2
"chang","us",2
"charg","conspiraci",2
"charter","govern",2
"chat","room",2
"check","swing",2
"chees","frost",2
"chef","john",2
"chicago","new",2
"chicago","well",2
"chicken","wing",2
"chief","economist",2
"chief","staff",2
"child","abus",2
"child","go",2
"child","pornographi",2
"children","hospit",2
"children","live",2
"chip","away",2
"chocol","chip",2
"cholesterol","g",2
"chop","basil",2
"christma","eve",2
"christma","gift",2
"christma","present",2
"christma","tree",2
"church","now",2
"cigarett","almost",2
"cite","concern",2
"citi","block",2
"citi","parent",2
"citi","public",2
"citi","school",2
"citi","seem",2
"citi","st",2
"citi","state",2
"citizen","unit",2
"civic","engag",2
"civil","right",2
"clayton","school",2
"clear","breach",2
"clear","choic",2
"clear","kept",2
"clear","need",2
"cleveland","ohio",2
"click","link",2
"client","call",2
"clinton","june",2
"close","compani",2
"close","follow",2
"close","us",2
"closer","guardian",2
"club","like",2
"co","founder",2
"co","owner",2
"co","worker",2
"coach","kevin",2
"coincid","think",2
"cold","even",2
"colleg","career",2
"colleg","degre",2
"color","rich",2
"come","check",2
"come","close",2
"come","conclus",2
"come","due",2
"come","far",2
"come","forward",2
"come","now",2
"come","play",2
"come","soon",2
"come","town",2
"come","visit",2
"comedi","can",2
"comic","book",2
"comm","il",2
"comment","last",2
"comment","matter",2
"commission","dan",2
"common","good",2
"communiti","also",2
"communiti","colleg",2
"communiti","group",2
"compani","alreadi",2
"compani","also",2
"compani","roll",2
"compani","told",2
"compani","want",2
"complet","comfort",2
"complet","game",2
"compos","piec",2
"compromis","differ",2
"comput","help",2
"concern","littl",2
"concern","state",2
"condit","anonym",2
"confer","semifin",2
"congress","get",2
"consum","confid",2
"consum","price",2
"continu","face",2
"continu","reveal",2
"continu","support",2
"continu","without",2
"contract","expir",2
"control","live",2
"control","one",2
"cook","counti",2
"cook","note",2
"cook","pasta",2
"cool","time",2
"corpor","media",2
"cost","money",2
"cost","one",2
"cost","r",2
"cost","repair",2
"council","member",2
"count","one",2
"counti","commission",2
"counti","council",2
"counti","offici",2
"counti","said",2
"counti","sheriff",2
"coupl","time",2
"cours","lot",2
"cours","meal",2
"cours","offer",2
"cours","week",2
"court","appeal",2
"court","paper",2
"cover","expens",2
"cream","chees",2
"cream","milk",2
"creat","menu",2
"creat","new",2
"creat","stereotyp",2
"crime","rate",2
"cro","ponds”",2
"crowd","game",2
"cub","scout",2
"cultur","busi",2
"cultur","kid",2
"cultur","valu",2
"cup","tea",2
"current","law",2
"current","research",2
"custom","bring",2
"custom","keep",2
"cut","cube",2
"cut","cut",2
"cut","feder",2
"cut","frame",2
"cut","hair",2
"cuyahoga","counti",2
"d","essex",2
"d","thank",2
"dad","final",2
"daddi","car",2
"dai","school",2
"daili","basi",2
"dalla","beckham",2
"dan","saltzman",2
"dancer","say",2
"date","june",2
"date","said",2
"david","frees",2
"day","age",2
"day","also",2
"day","anticip",2
"day","cut",2
"day","erupt",2
"day","everyth",2
"day","far",2
"day","know",2
"day","lake",2
"day","last",2
"day","life",2
"day","lol",2
"day","nation",2
"day","need",2
"day","noth",2
"day","race",2
"day","rt",2
"day","seem",2
"day","teach",2
"day","time",2
"day","togeth",2
"day","without",2
"day","work",2
"de","mayo",2
"dead","bodi",2
"dead","forc",2
"deal","bring",2
"deal","work",2
"death","age",2
"death","penalti",2
"debat","whether",2
"debit","card",2
"decad","time",2
"decid","final",2
"decid","one",2
"decis","game",2
"decis","make",2
"declar","alreadi",2
"declin","comment",2
"deeper","deeper",2
"deeper","way",2
"defend","aldridg",2
"definit","go",2
"definit","just",2
"definit","worth",2
"deja","blue",2
"delici","food",2
"democraci","malaysia",2
"democrat","candid",2
"democrat","nomin",2
"deni","father",2
"depart","said",2
"depend","mani",2
"deposit","check",2
"derek","low",2
"des","moin",2
"deserv","much",2
"detangl","tool",2
"determin","effort",2
"devic","broken",2
"didnt","answer",2
"didnt","enough",2
"didnt","expect",2
"didnt","give",2
"didnt","go",2
"didnt","help",2
"didnt","like",2
"didnt","want",2
"differ","believ",2
"differ","day",2
"differ","way",2
"difficult","difficult",2
"digniti","california",2
"dinner","just",2
"dinner","tonight",2
"direct","affect",2
"direct","indirect",2
"director","new",2
"disband","day",2
"discuss","case",2
"discuss","concern",2
"diseas","control",2
"dispar","pay",2
"distress","ink",2
"district","attorney",2
"district","court",2
"divis","fish",2
"dm","u",2
"dodger","stadium",2
"doesn’t","understand",2
"doesnt","happen",2
"doesnt","know",2
"doesnt","work",2
"dog","last",2
"dol","cent",2
"domest","disput",2
"don’t","alway",2
"don’t","becom",2
"don’t","even",2
"don’t","give",2
"don’t","go",2
"don’t","see",2
"done","coupl",2
"done","said",2
"done","studi",2
"dont","give",2
"dont","judg",2
"dont","let",2
"dont","look",2
"dont","need",2
"dont","text",2
"dont","work",2
"door","one",2
"door","open",2
"doubl","chocol",2
"doubl","dip",2
"doubl","figur",2
"doubl","time",2
"dr","john",2
"dr","make",2
"dream","also",2
"dream","come",2
"dri","food",2
"drink","also",2
"drink","drink",2
"drink","tonight",2
"drink","water",2
"drive","littl",2
"drug","addict",2
"dt","member",2
"e","zpass",2
"earli","age",2
"earli","day",2
"earli","thursday",2
"earlier","month",2
"earlier","today",2
"earn","live",2
"earth","human",2
"earthbound","pertwe",2
"earthquak","tsunami",2
"easi","make",2
"easi","store",2
"east","ninth",2
"east","side",2
"east","wind",2
"easter","day",2
"easter","weekend",2
"eastern","european",2
"eat","much",2
"eat","one",2
"eat","strawberri",2
"eco","tent",2
"econom","advis",2
"econom","growth",2
"edward","take",2
"effect","lessen",2
"effort","get",2
"egg","replac",2
"eight","career",2
"eight","year",2
"either","us",2
"either","way",2
"elect","offici",2
"electr","vehicl",2
"elvi","presley",2
"elvi","presley’",2
"embrac","church",2
"emerg","manag",2
"emmi","golden",2
"employ","peopl",2
"employe","complain",2
"employe","health",2
"employe","retir",2
"encourag","us",2
"end","“",2
"end","convers",2
"end","game",2
"end","long",2
"end","may",2
"end","point",2
"end","possibl",2
"end","residenti",2
"end","season",2
"end","time",2
"energi","use",2
"enforc","offici",2
"enjoy","day",2
"enjoy","movi",2
"enjoy","read",2
"enorm","amount",2
"enough","allow",2
"enough","get",2
"enough","say",2
"enough","work",2
"entir","time",2
"entir","world",2
"eod","tomorrow",2
"episod","air",2
"especi","famili",2
"essenti","oil",2
"estim","cost",2
"etc","like",2
"etta","jame",2
"european","central",2
"even","begin",2
"even","faster",2
"even","let",2
"even","new",2
"even","realli",2
"even","today",2
"even","went",2
"even","within",2
"event","th",2
"ever","<U+E406>",2
"ever","heard",2
"ever","make",2
"ever","seen",2
"ever","think",2
"everi","adult",2
"everi","believ",2
"everi","countri",2
"everi","famili",2
"everi","friday",2
"everi","man",2
"everi","morn",2
"everi","state",2
"everi","year",2
"everlast","heaven",2
"everyon","go",2
"everyon","good",2
"everyon","seem",2
"everyon","support",2
"everyon","want",2
"everyth","can",2
"everyth","chang",2
"everyth","hope",2
"everyth","look",2
"everyth","right",2
"everyth","said",2
"everywher","turn",2
"exampl","–",2
"exampl","focus",2
"exceed","expect",2
"excit","see",2
"exclam","point",2
"exempt","tax",2
"exhibit","show",2
"exist","first",2
"expect","anyth",2
"expect","first",2
"expens","buy",2
"experi","said",2
"extent","possibl",2
"extra","terrestri",2
"extrem","hard",2
"eye","american",2
"eye","seem",2
"eye","way",2
"face","challeng",2
"face","charg",2
"face","fact",2
"face","pressur",2
"face","real",2
"facebook","page",2
"facebook","twitter",2
"fact","tri",2
"failur","even",2
"fair","enough",2
"fair","hous",2
"faith","custom",2
"falter","economi",2
"famili","adopt",2
"famili","also",2
"famili","histori",2
"famili","im",2
"famili","member",2
"famili","need",2
"famili","origin",2
"famili","own",2
"famili","pay",2
"fan","also",2
"fan","help",2
"fantasi","footbal",2
"far","enough",2
"far","fortun",2
"far","realli",2
"far","use",2
"farmer","market",2
"fashion","accessori",2
"fashion","howev",2
"fast","enough",2
"fast","forward",2
"fast","peopl",2
"fat","dead",2
"fat","g",2
"fat","mg",2
"fatal","shoot",2
"fava","bean",2
"favor","candid",2
"favorit","color",2
"favorit","word",2
"fda","said",2
"fed","make",2
"feder","employe",2
"feder","govern",2
"feder","law",2
"feder","prosecutor",2
"feder","spend",2
"feel","bad",2
"feel","complet",2
"feel","ever",2
"feel","great",2
"feel","next",2
"feel","nice",2
"feel","now",2
"feel","one",2
"feel","whole",2
"feet","inch",2
"felt","quit",2
"ferri","bueller",2
"festiv","st",2
"fiber","mg",2
"fiction","film",2
"fifteen","year",2
"fifth","round",2
"figur","new",2
"file","put",2
"fill","big",2
"fill","hour",2
"fill","life",2
"fill","need",2
"fill","void",2
"film","im",2
"film","produc",2
"final","got",2
"final","made",2
"final","seen",2
"financi","crisi",2
"financi","institut",2
"financi","secur",2
"find","dont",2
"find","help",2
"find","lol",2
"find","neverland",2
"find","pictur",2
"find","strength",2
"find","way",2
"fine","dine",2
"finish","first",2
"finish","one",2
"finish","thing",2
"finish","went",2
"fire","captain",2
"first","album",2
"first","appear",2
"first","book",2
"first","class",2
"first","degre",2
"first","floor",2
"first","four",2
"first","full",2
"first","game",2
"first","half",2
"first","hand",2
"first","line",2
"first","met",2
"first","minut",2
"first","part",2
"first","season",2
"first","second",2
"first","sinc",2
"first","six",2
"first","thing",2
"first","week",2
"fiscal","year",2
"fish","recip",2
"fish","wildlif",2
"five","day",2
"five","differ",2
"five","game",2
"five","hit",2
"five","peopl",2
"five","ten",2
"five","time",2
"fla","—",2
"flag","pond",2
"flat","diaper",2
"flip","flop",2
"florida","state",2
"focus","need",2
"focus","three",2
"follow","’",2
"follow","blog",2
"follow","get",2
"follow","lead",2
"follow","page",2
"follow","pleas",2
"follow","reader",2
"follow","two",2
"follow","us",2
"follow","well",2
"food","insecur",2
"food","wine",2
"foot","pound",2
"foot","roll",2
"footbal","leagu",2
"footbal","team",2
"forc","bullet",2
"forc","firearm",2
"ford","plant",2
"form","can",2
"former","gov",2
"former","governor",2
"former","health",2
"forrest","said",2
"fought","back",2
"found","brother",2
"found","ceil",2
"found","citi",2
"found","day",2
"found","guilti",2
"found","two",2
"four","day",2
"four","first",2
"four","race",2
"four","three",2
"fourth","grade",2
"fourth","juli",2
"fox","sport",2
"fraud","last",2
"free","agenc",2
"free","ride",2
"free","ticket",2
"free","use",2
"freedom","give",2
"fresh","green",2
"fresh","look",2
"freshman","year",2
"friday","juli",2
"friday","make",2
"friday","park",2
"friday","pm",2
"friday","rock",2
"friday","saturday",2
"friday","u",2
"friday","wake",2
"friend","can",2
"friend","famili",2
"friend","said",2
"friend","take",2
"friend","think",2
"front","just",2
"fruit","can",2
"fuel","price",2
"full","day",2
"full","fledg",2
"full","length",2
"full","roll",2
"full","season",2
"full","throttl",2
"full","week",2
"fun","game",2
"fun","kid",2
"fun","page",2
"funni","book",2
"funni","moment",2
"funni","thing",2
"funni","well",2
"futur","base",2
"futur","challeng",2
"futur","today",2
"g","satur",2
"gain","yard",2
"gallon","might",2
"gambl","co",2
"game","get",2
"game","last",2
"game","like",2
"game","soon",2
"game","start",2
"game","team",2
"game","today",2
"game","win",2
"game","winner",2
"gardin","jone",2
"gas","price",2
"gas","station",2
"gasolin","price",2
"gave","us",2
"general","elect",2
"general","hospit",2
"general","motor",2
"get","absolut",2
"get","anoth",2
"get","around",2
"get","best",2
"get","board",2
"get","bus",2
"get","check",2
"get","citi",2
"get","coupl",2
"get","entir",2
"get","even",2
"get","follow",2
"get","free",2
"get","grant",2
"get","ground",2
"get","high",2
"get","hot",2
"get","job",2
"get","last",2
"get","mad",2
"get","near",2
"get","new",2
"get","notic",2
"get","order",2
"get","report",2
"get","run",2
"get","say",2
"get","school",2
"get","season",2
"get","see",2
"get","sens",2
"get","smart",2
"get","special",2
"get","stronger",2
"get","tire",2
"get","u",2
"get","us",2
"get","without",2
"get","year",2
"geyser","erupt",2
"gg","green",2
"giant","egg",2
"giant","fan",2
"gig","well",2
"girl","ao",2
"girl","ever",2
"girl","said",2
"give","’ll",2
"give","chanc",2
"give","even",2
"give","ever",2
"give","garcia",2
"give","great",2
"give","hope",2
"give","job",2
"give","lemon",2
"give","littl",2
"give","much",2
"give","sens",2
"give","someth",2
"give","time",2
"give","way",2
"glad","like",2
"glanc","student",2
"glavin","coach",2
"gluten","dairi",2
"go","abl",2
"go","ahead",2
"go","big",2
"go","box",2
"go","come",2
"go","didnt",2
"go","far",2
"go","first",2
"go","flow",2
"go","follow",2
"go","forward",2
"go","friend",2
"go","given",2
"go","green",2
"go","hard",2
"go","just",2
"go","let",2
"go","look",2
"go","mani",2
"go","might",2
"go","mini”",2
"go","next",2
"go","outsid",2
"go","school",2
"go","see",2
"go","somewher",2
"go","stori",2
"go","sure",2
"go","take",2
"go","tri",2
"go","unnot",2
"go","want",2
"go","win",2
"goal","work",2
"goe","back",2
"goe","cold",2
"goe","far",2
"goe","mind",2
"goe","well",2
"gonna","get",2
"gonna","go",2
"gonna","need",2
"good","caus",2
"good","come",2
"good","enough",2
"good","faith",2
"good","fortun",2
"good","good",2
"good","got",2
"good","health",2
"good","im",2
"good","know",2
"good","like",2
"good","lord",2
"good","measur",2
"good","musician",2
"good","now",2
"good","peopl",2
"good","player",2
"good","see",2
"good","stuff",2
"good","tast",2
"good","true",2
"got","back",2
"got","car",2
"got","excit",2
"got","hold",2
"got","involv",2
"got","lot",2
"got","photo",2
"got","play",2
"got","see",2
"got","time",2
"got","tire",2
"got","wrong",2
"gotta","pay",2
"gotten","much",2
"govern","debt",2
"govern","never",2
"govern","particular",2
"govern","want",2
"grab","rebound",2
"graceland","rv",2
"graduat","parti",2
"graduat","school",2
"grand","juri",2
"graphic","score",2
"grass","grow",2
"gray","coach",2
"great","articl",2
"great","britain",2
"great","experi",2
"great","first",2
"great","food",2
"great","get",2
"great","go",2
"great","team",2
"great","work",2
"greec","need",2
"greek","yogurt",2
"green","bay",2
"green","patent",2
"grill","chicken",2
"ground","learn",2
"group","friend",2
"group","made",2
"grover","norquist",2
"grown","lot",2
"growth","now",2
"guarante","success",2
"guardian","angel",2
"guess","’s",2
"guess","im",2
"guess","just",2
"guess","that",2
"guilt","trip",2
"guy","find",2
"guy","get",2
"guy","like",2
"guy","make",2
"guy","realli",2
"guy","sit",2
"guy","take",2
"guy","think",2
"guy","work",2
"gypsum","demand",2
"ha","ha",2
"habit","just",2
"haha","dont",2
"haha","that",2
"hair","growth",2
"hair","makeup",2
"half","day",2
"half","heart",2
"half","way",2
"half","work",2
"half","year",2
"hamilton","said",2
"hanalei","bay",2
"hancock","counti",2
"hand","heart",2
"hand","hold",2
"hand","number",2
"hand","wash",2
"hang","around",2
"hang","time",2
"happen","“",2
"happen","lol",2
"happen","next",2
"happen","now",2
"happen","see",2
"happen","us",2
"happi","easter",2
"happi","father",2
"happi","friday",2
"happi","good",2
"happi","hour",2
"happi","make",2
"happi","said",2
"happi","valentin",2
"hard","believ",2
"hard","especi",2
"hard","ever",2
"hard","find",2
"hard","lesson",2
"hard","right",2
"hard","work",2
"hardest","thing",2
"harold","l",2
"hasnt","seen",2
"hate","everyon",2
"hate","peopl",2
"head","back",2
"heal","heart",2
"health","human",2
"hear","hear",2
"hear","someon",2
"heard","say",2
"heart","attack",2
"heart","love",2
"heart","tri",2
"heat","heat",2
"heat","humid",2
"heat","minut",2
"heat","oven",2
"heat","stir",2
"heaven","everlast",2
"helen","keller",2
"hello","new",2
"help","’s",2
"help","don’t",2
"help","find",2
"help","includ",2
"help","keep",2
"help","kid",2
"help","set",2
"help","shape",2
"help","u",2
"hes","go",2
"hey","man",2
"hey","thank",2
"hey","yeh",2
"hhs","mandat",2
"hi","im",2
"high","court",2
"high","dose",2
"high","five",2
"high","heel",2
"high","line",2
"high","price",2
"high","risk",2
"high","speed",2
"high","today",2
"higher","ed",2
"higher","educ",2
"highest","court",2
"hike","plan",2
"hit","everi",2
"hit","full",2
"hit","ground",2
"hit","left",2
"hit","two",2
"hit","unreal”",2
"hitter","park",2
"hm","get",2
"hold","back",2
"hold","onto",2
"holi","week",2
"holiday","inn",2
"home","countri",2
"home","game",2
"home","help",2
"home","know",2
"home","mom",2
"home","night",2
"home","open",2
"home","plate",2
"home","said",2
"home","school",2
"home","start",2
"home","sunday",2
"home","take",2
"home","us",2
"home","work",2
"homeland","secur",2
"homeopath","medicin",2
"honest","didnt",2
"hope","can",2
"hope","dont",2
"hope","dream",2
"hope","enjoy",2
"hope","everyon",2
"hope","everyth",2
"hope","one",2
"hope","project",2
"hope","real",2
"hope","stay",2
"hope","your",2
"horror","movi",2
"hose","fit",2
"hospit","day",2
"hot","dog",2
"hotel","room",2
"hour","im",2
"hour","one",2
"hour","shift",2
"hous","church",2
"hous","get",2
"hous","said",2
"housel","said",2
"howev","can",2
"hudson","counti",2
"huffington","post",2
"huge","fan",2
"huge","mess",2
"hulk","book",2
"human","servic",2
"hundr","thousand",2
"husband","jame",2
"idk","talkin",2
"ignor","call",2
"il","faut",2
"ill","give",2
"ill","never",2
"ill","take",2
"ill","wait",2
"im","best",2
"im","build",2
"im","curious",2
"im","excit",2
"im","feel",2
"im","free",2
"im","get",2
"im","glad",2
"im","happi",2
"im","hungri",2
"im","late",2
"im","one",2
"im","pretti",2
"im","school",2
"im","sit",2
"im","start",2
"im","told",2
"im","watch",2
"implement","plan",2
"import","role",2
"import","thing",2
"impos","full",2
"incom","famili",2
"incom","million",2
"incorpor","item",2
"increas","amount",2
"increas","appar",2
"increas","sale",2
"increas","year",2
"incred","experi",2
"indefinit","articl",2
"independ","review",2
"indian","cultur",2
"individu","communiti",2
"inform","call",2
"initi","indefinit",2
"inkssenti","pen",2
"insid","box",2
"inspir","board",2
"inspir","lot",2
"instanc","can",2
"instead","ask",2
"instead","just",2
"institut","technolog",2
"insur","compani",2
"insur","feder",2
"insurance”","gardin",2
"interest","peopl",2
"interest","see",2
"interest","thing",2
"intern","communiti",2
"intern","monetari",2
"invest","firm",2
"investig","report",2
"investig","say",2
"ip","litig",2
"irish","time",2
"iron","enough",2
"islam","law",2
"isn’t","realli",2
"isnt","alway",2
"isnt","normal",2
"issu","ask",2
"issu","continu",2
"issu","realli",2
"issu","recent",2
"issu","said",2
"issu","specif",2
"item","c",2
"ive","just",2
"ive","manag",2
"ive","tri",2
"ive","use",2
"ive","watch",2
"j","crew",2
"j","lab",2
"jackson","terri",2
"januari","jone",2
"jefferson","citi",2
"jen","naomi",2
"jewish","communiti",2
"jim","renacci",2
"job","chief",2
"job","growth",2
"job","realli",2
"job","well",2
"job","year",2
"john","edward",2
"join","fun",2
"jone","bishop",2
"judg","dent",2
"judg","robert",2
"judg","talk",2
"judgment","judgment",2
"jump","around",2
"june","th",2
"just","anoth",2
"just","ask",2
"just","ate",2
"just","call",2
"just","cant",2
"just","cool",2
"just","doesnt",2
"just","dont",2
"just","enough",2
"just","felt",2
"just","hold",2
"just","hope",2
"just","know",2
"just","littl",2
"just","long",2
"just","lost",2
"just","moment",2
"just","music",2
"just","percent",2
"just","plain",2
"just","publish",2
"just","put",2
"just","ran",2
"just","read",2
"just","recent",2
"just","right",2
"just","seem",2
"just","serv",2
"just","show",2
"just","simpli",2
"just","smart",2
"just","smile",2
"just","someth",2
"just","tell",2
"just","throw",2
"just","ton",2
"just","use",2
"just","watch",2
"just","wit",2
"justic","depart",2
"justin","bieber",2
"justin","siena",2
"kay","brought",2
"keep","call",2
"keep","danc",2
"keep","get",2
"keep","great",2
"keep","like",2
"keep","say",2
"keep","track",2
"keep","updat",2
"keep","watch",2
"keep","well",2
"keep","word",2
"kept","say",2
"kid","didnt",2
"kid","love",2
"kid","play",2
"kid","say",2
"kind","like",2
"knee","injuri",2
"knock","ball",2
"know","’ve",2
"know","…",2
"know","better",2
"know","chapter",2
"know","crazi",2
"know","dude",2
"know","even",2
"know","exact",2
"know","go",2
"know","happen",2
"know","heart",2
"know","just",2
"know","last",2
"know","lot",2
"know","love",2
"know","much",2
"know","noth",2
"know","now",2
"know","number",2
"know","shes",2
"know","thought",2
"know","way",2
"know","well",2
"know","whatev",2
"know","worth",2
"knowledg","spillov",2
"known","simpli",2
"kuhio","highway",2
"kyiv","realli",2
"l","graham",2
"l","vill",2
"la","crema",2
"labor","market",2
"lack","qualiti",2
"lad","go",2
"ladi","gaga",2
"lake","beauti",2
"land","camera",2
"larg","crowd",2
"larg","skillet",2
"last","fall",2
"last","februari",2
"last","five",2
"last","four",2
"last","lifetim",2
"last","realli",2
"last","saturday",2
"last","sever",2
"last","summer",2
"last","three",2
"last","weekend",2
"late","im",2
"late","therefor",2
"later","said",2
"later","year",2
"latest","draft",2
"latter","two",2
"launch","june",2
"law","regard",2
"lay","bed",2
"le","journal",2
"lead","nation",2
"leagu","get",2
"leagu","lead",2
"learn","lot",2
"learn","nativ",2
"learn","self",2
"least","four",2
"least","fun",2
"least","hour",2
"least","member",2
"least","week",2
"lebron","jame",2
"led","author",2
"left","hander",2
"left","home",2
"left","side",2
"left","tackl",2
"legal","status",2
"legislatur","governor",2
"less","hour",2
"less","well",2
"lessen","status",2
"lesson","learn",2
"let","alon",2
"let","guest",2
"let","look",2
"let","start",2
"liberti","bay",2
"lie","today",2
"life","–",2
"life","can",2
"life","difficult",2
"life","event",2
"life","give",2
"life","keep",2
"life","know",2
"life","like",2
"life","look",2
"life","magazin",2
"life","wish",2
"light","blue",2
"light","turn",2
"like","’re",2
"like","aircraft",2
"like","anyon",2
"like","bad",2
"like","best",2
"like","big",2
"like","blog",2
"like","can",2
"like","caus",2
"like","dont",2
"like","elf",2
"like","everyth",2
"like","father",2
"like","girl",2
"like","go",2
"like","good",2
"like","guy",2
"like","heat",2
"like","hous",2
"like","idea",2
"like","kid",2
"like","littl",2
"like","lot",2
"like","mention",2
"like","much",2
"like","need",2
"like","occur",2
"like","put",2
"like","read",2
"like","real",2
"like","said",2
"like","set",2
"like","show",2
"like","sinc",2
"like","tablet",2
"like","there",2
"like","trip",2
"like","use",2
"like","walk",2
"like","want",2
"like","way",2
"like","well",2
"like","work",2
"line","great",2
"line","like",2
"line","thank",2
"link","websit",2
"liquid","deterg",2
"liquor","store",2
"list","just",2
"list","well",2
"littl","better",2
"littl","cushion",2
"littl","fun",2
"littl","know",2
"littl","leagu",2
"littl","noth",2
"littl","old",2
"littl","someth",2
"littl","time",2
"live","across",2
"live","life",2
"live","moment",2
"live","peopl",2
"live","resid",2
"live","right",2
"live","sinc",2
"load","gun",2
"load","laundri",2
"local","govern",2
"local","state",2
"locat","within",2
"lol","dont",2
"lol","happen",2
"lol","just",2
"lol","realli",2
"lol","yea",2
"long","ball",2
"long","jump",2
"long","road",2
"long","sleev",2
"long","way",2
"look","amaz",2
